sitemap,url,httpStatus,finalStatus,finalUrl,canonical,robots,title,h1,wordCount,contentLength,classification,redirectChain
sitemap-blog.xml,https://tinystepslearning.com/blog/r-controlled-vowels-explained,200,200,https://tinystepslearning.com/blog/r-controlled-vowels-explained,https://tinystepslearning.com/blog/r-controlled-vowels-explained,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",R-Controlled Vowels Made Easy for Children | Tiny Steps Blog,R-Controlled Vowels Made Easy for Children,1347,53602,200 indexable canonical page,200:https://tinystepslearning.com/blog/r-controlled-vowels-explained
sitemap-blog.xml,https://tinystepslearning.com/blog/why-parents-choose-online-phonics,200,200,https://tinystepslearning.com/blog/why-parents-choose-online-phonics,https://tinystepslearning.com/blog/why-parents-choose-online-phonics,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Why Parents Prefer Online Phonics Classes Today | Tiny Steps Blog,Why Parents Prefer Online Phonics Classes Today,1341,53395,200 indexable canonical page,200:https://tinystepslearning.com/blog/why-parents-choose-online-phonics
sitemap-blog.xml,https://tinystepslearning.com/blog/how-tiny-steps-builds-reading-confidence,200,200,https://tinystepslearning.com/blog/how-tiny-steps-builds-reading-confidence,https://tinystepslearning.com/blog/how-tiny-steps-builds-reading-confidence,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",How Tiny Steps Helps Kids Become Confident Readers | Tiny Steps Blog,How Tiny Steps Helps Kids Become Confident Readers,1333,53649,200 indexable canonical page,200:https://tinystepslearning.com/blog/how-tiny-steps-builds-reading-confidence
sitemap-blog.xml,https://tinystepslearning.com/blog/week-1-phonics-satpin-launch,200,200,https://tinystepslearning.com/blog/week-1-phonics-satpin-launch,https://tinystepslearning.com/blog/week-1-phonics-satpin-launch,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",SATPIN for Parents: A Research-Backed Week 1 Launch Plan for Confident Readers | Tiny Steps Blog,SATPIN for Parents: A Research-Backed Week 1 Launch Plan for Confident Readers,2266,68815,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-1-phonics-satpin-launch
sitemap-blog.xml,https://tinystepslearning.com/blog/week-2-phonics-blending-club,200,200,https://tinystepslearning.com/blog/week-2-phonics-blending-club,https://tinystepslearning.com/blog/week-2-phonics-blending-club,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 2: Build a Blending Club at Home | Tiny Steps Blog,Week 2: Build a Blending Club at Home,2353,66574,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-2-phonics-blending-club
sitemap-blog.xml,https://tinystepslearning.com/blog/online-english-classes-for-kids-india,200,200,https://tinystepslearning.com/blog/online-english-classes-for-kids-india,https://tinystepslearning.com/blog/online-english-classes-for-kids-india,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Online English classes for kids in India: how to choose the right program (ages 3–12) | Tiny Steps Blog,Online English classes for kids in India: how to choose the right program (ages 3–12),1041,43974,200 indexable canonical page,200:https://tinystepslearning.com/blog/online-english-classes-for-kids-india
sitemap-blog.xml,https://tinystepslearning.com/blog/best-phonics-classes-for-kids,200,200,https://tinystepslearning.com/blog/best-phonics-classes-for-kids,https://tinystepslearning.com/blog/best-phonics-classes-for-kids,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Best phonics classes for kids: the parent checklist (plus a 10-minute daily routine) | Tiny Steps Blog,Best phonics classes for kids: the parent checklist (plus a 10-minute daily routine),984,43643,200 indexable canonical page,200:https://tinystepslearning.com/blog/best-phonics-classes-for-kids
sitemap-blog.xml,https://tinystepslearning.com/blog/spoken-english-classes-for-kids-confidence,200,200,https://tinystepslearning.com/blog/spoken-english-classes-for-kids-confidence,https://tinystepslearning.com/blog/spoken-english-classes-for-kids-confidence,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Spoken English classes for kids: a simple confidence plan for shy children (ages 4–12) | Tiny Steps Blog,Spoken English classes for kids: a simple confidence plan for shy children (ages 4–12),831,40914,200 indexable canonical page,200:https://tinystepslearning.com/blog/spoken-english-classes-for-kids-confidence
sitemap-blog.xml,https://tinystepslearning.com/blog/week-3-phonics-tricky-words,200,200,https://tinystepslearning.com/blog/week-3-phonics-tricky-words,https://tinystepslearning.com/blog/week-3-phonics-tricky-words,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 3: Introduce Tricky Words the Smart Way | Tiny Steps Blog,Week 3: Introduce Tricky Words the Smart Way,2118,62873,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-3-phonics-tricky-words
sitemap-blog.xml,https://tinystepslearning.com/blog/week-4-phonics-long-vowels,200,200,https://tinystepslearning.com/blog/week-4-phonics-long-vowels,https://tinystepslearning.com/blog/week-4-phonics-long-vowels,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 4: Long Vowel Patterns Without Tears | Tiny Steps Blog,Week 4: Long Vowel Patterns Without Tears,2156,62682,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-4-phonics-long-vowels
sitemap-blog.xml,https://tinystepslearning.com/blog/week-5-phonics-r-controlled,200,200,https://tinystepslearning.com/blog/week-5-phonics-r-controlled,https://tinystepslearning.com/blog/week-5-phonics-r-controlled,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 5: R-Controlled Vowels Made Simple | Tiny Steps Blog,Week 5: R-Controlled Vowels Made Simple,2237,64642,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-5-phonics-r-controlled
sitemap-blog.xml,https://tinystepslearning.com/blog/week-6-phonics-comprehension,200,200,https://tinystepslearning.com/blog/week-6-phonics-comprehension,https://tinystepslearning.com/blog/week-6-phonics-comprehension,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 6: From Sounding Out to Understanding | Tiny Steps Blog,Week 6: From Sounding Out to Understanding,2059,62269,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-6-phonics-comprehension
sitemap-blog.xml,https://tinystepslearning.com/blog/week-7-grammar-nouns-to-paragraphs,200,200,https://tinystepslearning.com/blog/week-7-grammar-nouns-to-paragraphs,https://tinystepslearning.com/blog/week-7-grammar-nouns-to-paragraphs,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Grammar Basics Roadmap: Nouns to Paragraphs in 7 Days (Ages 3-10) | Tiny Steps Blog,Grammar Basics Roadmap: Nouns to Paragraphs in 7 Days (Ages 3-10),2599,81379,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-7-grammar-nouns-to-paragraphs
sitemap-blog.xml,https://tinystepslearning.com/blog/week-8-grammar-tenses,200,200,https://tinystepslearning.com/blog/week-8-grammar-tenses,https://tinystepslearning.com/blog/week-8-grammar-tenses,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 8: Tenses Without Tears | Tiny Steps Blog,Week 8: Tenses Without Tears,2059,62126,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-8-grammar-tenses
sitemap-blog.xml,https://tinystepslearning.com/blog/week-9-grammar-conjunctions,200,200,https://tinystepslearning.com/blog/week-9-grammar-conjunctions,https://tinystepslearning.com/blog/week-9-grammar-conjunctions,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 9: Conjunction Toolkits | Tiny Steps Blog,Week 9: Conjunction Toolkits,2041,61987,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-9-grammar-conjunctions
sitemap-blog.xml,https://tinystepslearning.com/blog/week-10-grammar-subject-verb,200,200,https://tinystepslearning.com/blog/week-10-grammar-subject-verb,https://tinystepslearning.com/blog/week-10-grammar-subject-verb,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 10: Subject-Verb Agreement Rescue Plan | Tiny Steps Blog,Week 10: Subject-Verb Agreement Rescue Plan,2075,62546,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-10-grammar-subject-verb
sitemap-blog.xml,https://tinystepslearning.com/blog/week-11-grammar-creative-writing,200,200,https://tinystepslearning.com/blog/week-11-grammar-creative-writing,https://tinystepslearning.com/blog/week-11-grammar-creative-writing,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 11: Creative Writing Scaffolds for Ages 8–10 | Tiny Steps Blog,Week 11: Creative Writing Scaffolds for Ages 8–10,2413,66936,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-11-grammar-creative-writing
sitemap-blog.xml,https://tinystepslearning.com/blog/week-12-speaking-confidence-seeds,200,200,https://tinystepslearning.com/blog/week-12-speaking-confidence-seeds,https://tinystepslearning.com/blog/week-12-speaking-confidence-seeds,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Speaking Confidence Roadmap: A 7-Day Calm Plan for Kids (Ages 3-10) | Tiny Steps Blog,Speaking Confidence Roadmap: A 7-Day Calm Plan for Kids (Ages 3-10),2694,84793,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-12-speaking-confidence-seeds
sitemap-blog.xml,https://tinystepslearning.com/blog/week-13-speaking-structure,200,200,https://tinystepslearning.com/blog/week-13-speaking-structure,https://tinystepslearning.com/blog/week-13-speaking-structure,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 13: Hook-Body-Close for Kids | Tiny Steps Blog,Week 13: Hook-Body-Close for Kids,2110,62158,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-13-speaking-structure
sitemap-blog.xml,https://tinystepslearning.com/blog/week-14-speaking-visual-aids,200,200,https://tinystepslearning.com/blog/week-14-speaking-visual-aids,https://tinystepslearning.com/blog/week-14-speaking-visual-aids,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 14: Visual Aids That Wow | Tiny Steps Blog,Week 14: Visual Aids That Wow,2071,61431,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-14-speaking-visual-aids
sitemap-blog.xml,https://tinystepslearning.com/blog/week-15-speaking-debate-starters,200,200,https://tinystepslearning.com/blog/week-15-speaking-debate-starters,https://tinystepslearning.com/blog/week-15-speaking-debate-starters,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 15: Debate Starters for Tweens | Tiny Steps Blog,Week 15: Debate Starters for Tweens,2028,61638,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-15-speaking-debate-starters
sitemap-blog.xml,https://tinystepslearning.com/blog/week-16-phonics-summer-plan,200,200,https://tinystepslearning.com/blog/week-16-phonics-summer-plan,https://tinystepslearning.com/blog/week-16-phonics-summer-plan,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 16: Summer Phonics Booster Schedule | Tiny Steps Blog,Week 16: Summer Phonics Booster Schedule,1982,60862,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-16-phonics-summer-plan
sitemap-blog.xml,https://tinystepslearning.com/blog/week-17-grammar-assessment,200,200,https://tinystepslearning.com/blog/week-17-grammar-assessment,https://tinystepslearning.com/blog/week-17-grammar-assessment,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 17: DIY Grammar Assessment for Parents | Tiny Steps Blog,Week 17: DIY Grammar Assessment for Parents,2013,61261,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-17-grammar-assessment
sitemap-blog.xml,https://tinystepslearning.com/blog/week-18-speaking-video-feedback,200,200,https://tinystepslearning.com/blog/week-18-speaking-video-feedback,https://tinystepslearning.com/blog/week-18-speaking-video-feedback,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 18: Use Video for Instant Speaking Feedback | Tiny Steps Blog,Week 18: Use Video for Instant Speaking Feedback,2002,61152,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-18-speaking-video-feedback
sitemap-blog.xml,https://tinystepslearning.com/blog/week-19-phonics-multisyllabic,200,200,https://tinystepslearning.com/blog/week-19-phonics-multisyllabic,https://tinystepslearning.com/blog/week-19-phonics-multisyllabic,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 19: Multisyllabic Word Play | Tiny Steps Blog,Week 19: Multisyllabic Word Play,1869,59960,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-19-phonics-multisyllabic
sitemap-blog.xml,https://tinystepslearning.com/blog/week-20-grammar-editing-camp,200,200,https://tinystepslearning.com/blog/week-20-grammar-editing-camp,https://tinystepslearning.com/blog/week-20-grammar-editing-camp,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 20: Editing Camp at Home | Tiny Steps Blog,Week 20: Editing Camp at Home,1999,61381,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-20-grammar-editing-camp
sitemap-blog.xml,https://tinystepslearning.com/blog/week-21-speaking-competition-prep,200,200,https://tinystepslearning.com/blog/week-21-speaking-competition-prep,https://tinystepslearning.com/blog/week-21-speaking-competition-prep,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 21: Competition Prep Checklist | Tiny Steps Blog,Week 21: Competition Prep Checklist,1953,61085,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-21-speaking-competition-prep
sitemap-blog.xml,https://tinystepslearning.com/blog/week-22-phonics-diagnostics,200,200,https://tinystepslearning.com/blog/week-22-phonics-diagnostics,https://tinystepslearning.com/blog/week-22-phonics-diagnostics,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 22: Diagnostic Checklist Before a New Term | Tiny Steps Blog,Week 22: Diagnostic Checklist Before a New Term,1909,60120,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-22-phonics-diagnostics
sitemap-blog.xml,https://tinystepslearning.com/blog/week-23-grammar-speaking-bridge,200,200,https://tinystepslearning.com/blog/week-23-grammar-speaking-bridge,https://tinystepslearning.com/blog/week-23-grammar-speaking-bridge,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 23: Bridge Grammar &amp; Speaking with Story Cards | Tiny Steps Blog,Week 23: Bridge Grammar &amp; Speaking with Story Cards,2021,61250,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-23-grammar-speaking-bridge
sitemap-blog.xml,https://tinystepslearning.com/blog/week-24-speaking-family-showcase,200,200,https://tinystepslearning.com/blog/week-24-speaking-family-showcase,https://tinystepslearning.com/blog/week-24-speaking-family-showcase,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 24: Host a Family Showcase Night | Tiny Steps Blog,Week 24: Host a Family Showcase Night,1894,59903,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-24-speaking-family-showcase
sitemap-blog.xml,https://tinystepslearning.com/blog/week-25-back-to-school-plan,200,200,https://tinystepslearning.com/blog/week-25-back-to-school-plan,https://tinystepslearning.com/blog/week-25-back-to-school-plan,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 25: Back-to-School English Confidence Plan | Tiny Steps Blog,Week 25: Back-to-School English Confidence Plan,1906,62274,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-25-back-to-school-plan
sitemap-blog.xml,https://tinystepslearning.com/blog/week-26-screen-smart-summer-routine,200,200,https://tinystepslearning.com/blog/week-26-screen-smart-summer-routine,https://tinystepslearning.com/blog/week-26-screen-smart-summer-routine,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 26: Screen-Smart Summer Routine for Kids (Ages 3-12) | Tiny Steps Blog,Week 26: Screen-Smart Summer Routine for Kids (Ages 3-12),1737,58587,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-26-screen-smart-summer-routine
sitemap-blog.xml,https://tinystepslearning.com/blog/week-27-prevent-summer-slide-reading,200,200,https://tinystepslearning.com/blog/week-27-prevent-summer-slide-reading,https://tinystepslearning.com/blog/week-27-prevent-summer-slide-reading,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 27: How to Prevent the Summer Slide in Reading (10-Minute Daily Plan) | Tiny Steps Blog,Week 27: How to Prevent the Summer Slide in Reading (10-Minute Daily Plan),1651,57631,200 indexable canonical page,200:https://tinystepslearning.com/blog/week-27-prevent-summer-slide-reading
sitemap-blog.xml,https://tinystepslearning.com/blog/phonics-for-parents-guide,200,200,https://tinystepslearning.com/blog/phonics-for-parents-guide,https://tinystepslearning.com/blog/phonics-for-parents-guide,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","Phonics for Parents: What It Is, Why It Matters, and How to Teach It at Home | Tiny Steps Blog","Phonics for Parents: What It Is, Why It Matters, and How to Teach It at Home",2777,85648,200 indexable canonical page,200:https://tinystepslearning.com/blog/phonics-for-parents-guide
sitemap-courses.xml,https://tinystepslearning.com/courses/phonics-foundation,200,200,https://tinystepslearning.com/courses/phonics-foundation,https://tinystepslearning.com/courses/phonics-foundation,"index, follow",Phonics Foundations | Tiny Steps,Phonics Foundations,803,36317,200 indexable canonical page,200:https://tinystepslearning.com/courses/phonics-foundation
sitemap-courses.xml,https://tinystepslearning.com/courses/phonics-brush-up,200,200,https://tinystepslearning.com/courses/phonics-brush-up,https://tinystepslearning.com/courses/phonics-brush-up,"index, follow",Early Phonics | Tiny Steps,Early Phonics,932,36756,200 indexable canonical page,200:https://tinystepslearning.com/courses/phonics-brush-up
sitemap-courses.xml,https://tinystepslearning.com/courses/phonics-advanced,200,200,https://tinystepslearning.com/courses/phonics-advanced,https://tinystepslearning.com/courses/phonics-advanced,"index, follow",Advanced Phonics | Tiny Steps,Advanced Phonics,656,35514,200 indexable canonical page,200:https://tinystepslearning.com/courses/phonics-advanced
sitemap-courses.xml,https://tinystepslearning.com/courses/basic-grammar,200,200,https://tinystepslearning.com/courses/basic-grammar,https://tinystepslearning.com/courses/basic-grammar,"index, follow",Beginner Grammar | Tiny Steps,Beginner Grammar,752,33628,200 indexable canonical page,200:https://tinystepslearning.com/courses/basic-grammar
sitemap-courses.xml,https://tinystepslearning.com/courses/advanced-grammar,200,200,https://tinystepslearning.com/courses/advanced-grammar,https://tinystepslearning.com/courses/advanced-grammar,"index, follow",Advanced Grammar | Tiny Steps,Advanced Grammar,785,36611,200 indexable canonical page,200:https://tinystepslearning.com/courses/advanced-grammar
sitemap-courses.xml,https://tinystepslearning.com/courses/basic-public-speaking,200,200,https://tinystepslearning.com/courses/basic-public-speaking,https://tinystepslearning.com/courses/basic-public-speaking,"index, follow",Public Speaking (Basic) | Tiny Steps,Public Speaking (Basic),780,36514,200 indexable canonical page,200:https://tinystepslearning.com/courses/basic-public-speaking
sitemap-courses.xml,https://tinystepslearning.com/courses/advanced-public-speaking,200,200,https://tinystepslearning.com/courses/advanced-public-speaking,https://tinystepslearning.com/courses/advanced-public-speaking,"index, follow",Public Speaking (Advanced) | Tiny Steps,Public Speaking (Advanced),739,36617,200 indexable canonical page,200:https://tinystepslearning.com/courses/advanced-public-speaking
sitemap-parents.xml,https://tinystepslearning.com/parents,200,200,https://tinystepslearning.com/parents,https://tinystepslearning.com/parents,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Parents Hub | Tiny Steps Learning,"A premium parent help desk for phonics, reading, grammar, and speaking growth",1244,48713,200 indexable canonical page,200:https://tinystepslearning.com/parents
sitemap-parents.xml,https://tinystepslearning.com/parents/getting-started,200,200,https://tinystepslearning.com/parents/getting-started,https://tinystepslearning.com/parents/getting-started,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Getting Started Guide | Parents Hub | Tiny Steps Learning,Getting Started with Tiny Steps,801,34393,200 indexable canonical page,200:https://tinystepslearning.com/parents/getting-started
sitemap-parents.xml,https://tinystepslearning.com/parents/choosing-course,200,200,https://tinystepslearning.com/parents/choosing-course,https://tinystepslearning.com/parents/choosing-course,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Choosing the Right Course for Your Child | Parents Hub | Tiny Steps Learning,How to choose a course,449,25479,200 indexable canonical page,200:https://tinystepslearning.com/parents/choosing-course
sitemap-parents.xml,https://tinystepslearning.com/parents/scheduling,200,200,https://tinystepslearning.com/parents/scheduling,https://tinystepslearning.com/parents/scheduling,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Scheduling Classes | Parents Hub | Tiny Steps Learning,Scheduling &amp; attendance,464,25299,200 indexable canonical page,200:https://tinystepslearning.com/parents/scheduling
sitemap-parents.xml,https://tinystepslearning.com/parents/payments,200,200,https://tinystepslearning.com/parents/payments,https://tinystepslearning.com/parents/payments,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Payments &amp; Invoicing | Parents Hub | Tiny Steps Learning,Payments &amp; invoices,473,25380,200 indexable canonical page,200:https://tinystepslearning.com/parents/payments
sitemap-parents.xml,https://tinystepslearning.com/parents/tracking-progress,200,200,https://tinystepslearning.com/parents/tracking-progress,https://tinystepslearning.com/parents/tracking-progress,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Tracking Your Child&#039;s Progress | Parents Hub | Tiny Steps Learning,Track your child's progress,473,27170,200 indexable canonical page,200:https://tinystepslearning.com/parents/tracking-progress
sitemap-parents.xml,https://tinystepslearning.com/parents/helping-with-homework,200,200,https://tinystepslearning.com/parents/helping-with-homework,https://tinystepslearning.com/parents/helping-with-homework,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Helping with Homework | Parents Hub | Tiny Steps Learning,Helping with homework,546,28116,200 indexable canonical page,200:https://tinystepslearning.com/parents/helping-with-homework
sitemap-parents.xml,https://tinystepslearning.com/parents/phonics-mission,200,200,https://tinystepslearning.com/parents/phonics-mission,https://tinystepslearning.com/parents/phonics-mission,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Phonics Mission Guide | Parents Hub | Tiny Steps Learning,Phonics Mission: A Research-Backed 7-Day Starter Plan for Parents,1673,47053,200 indexable canonical page,200:https://tinystepslearning.com/parents/phonics-mission
sitemap-parents.xml,https://tinystepslearning.com/parents/reading-at-home,200,200,https://tinystepslearning.com/parents/reading-at-home,https://tinystepslearning.com/parents/reading-at-home,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Reading at Home | Parents Hub | Tiny Steps Learning,Reading at Home: Science-Backed Daily Routine,964,37325,200 indexable canonical page,200:https://tinystepslearning.com/parents/reading-at-home
sitemap-parents.xml,https://tinystepslearning.com/parents/speech-confidence,200,200,https://tinystepslearning.com/parents/speech-confidence,https://tinystepslearning.com/parents/speech-confidence,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Building Speech Confidence | Parents Hub | Tiny Steps Learning,Building speaking confidence,456,25242,200 indexable canonical page,200:https://tinystepslearning.com/parents/speech-confidence
sitemap-parents.xml,https://tinystepslearning.com/parents/common-mistakes,200,200,https://tinystepslearning.com/parents/common-mistakes,https://tinystepslearning.com/parents/common-mistakes,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Common Learning Mistakes | Parents Hub | Tiny Steps Learning,Common mistakes parents make,594,26516,200 indexable canonical page,200:https://tinystepslearning.com/parents/common-mistakes
