sitemapSourceFile,url,httpStatus,canonicalUrl,robotsMetaIndexability,title,h1,contentLengthOrWordCount,finalClassification,recommendedAction
sitemap-blog.xml,https://tinystepslearning.com/blog/best-phonics-classes-for-kids,200,https://tinystepslearning.com/blog/best-phonics-classes-for-kids,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Best phonics classes for kids: the parent checklist (plus a 10-minute daily routine) | Tiny Steps Blog,Best phonics classes for kids: the parent checklist (plus a 10-minute daily routine),43643 bytes / 984 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/spoken-english-classes-for-kids-confidence,200,https://tinystepslearning.com/blog/spoken-english-classes-for-kids-confidence,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Spoken English classes for kids: a simple confidence plan for shy children (ages 4–12) | Tiny Steps Blog,Spoken English classes for kids: a simple confidence plan for shy children (ages 4–12),40914 bytes / 831 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-3-phonics-tricky-words,200,https://tinystepslearning.com/blog/week-3-phonics-tricky-words,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 3: Introduce Tricky Words the Smart Way | Tiny Steps Blog,Week 3: Introduce Tricky Words the Smart Way,62873 bytes / 2118 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-4-phonics-long-vowels,200,https://tinystepslearning.com/blog/week-4-phonics-long-vowels,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 4: Long Vowel Patterns Without Tears | Tiny Steps Blog,Week 4: Long Vowel Patterns Without Tears,62682 bytes / 2156 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-5-phonics-r-controlled,200,https://tinystepslearning.com/blog/week-5-phonics-r-controlled,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 5: R-Controlled Vowels Made Simple | Tiny Steps Blog,Week 5: R-Controlled Vowels Made Simple,64642 bytes / 2237 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-6-phonics-comprehension,200,https://tinystepslearning.com/blog/week-6-phonics-comprehension,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 6: From Sounding Out to Understanding | Tiny Steps Blog,Week 6: From Sounding Out to Understanding,62269 bytes / 2059 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-7-grammar-nouns-to-paragraphs,200,https://tinystepslearning.com/blog/week-7-grammar-nouns-to-paragraphs,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Grammar Basics Roadmap: Nouns to Paragraphs in 7 Days (Ages 3-10) | Tiny Steps Blog,Grammar Basics Roadmap: Nouns to Paragraphs in 7 Days (Ages 3-10),81379 bytes / 2599 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-8-grammar-tenses,200,https://tinystepslearning.com/blog/week-8-grammar-tenses,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 8: Tenses Without Tears | Tiny Steps Blog,Week 8: Tenses Without Tears,62126 bytes / 2059 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-9-grammar-conjunctions,200,https://tinystepslearning.com/blog/week-9-grammar-conjunctions,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 9: Conjunction Toolkits | Tiny Steps Blog,Week 9: Conjunction Toolkits,61987 bytes / 2041 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-10-grammar-subject-verb,200,https://tinystepslearning.com/blog/week-10-grammar-subject-verb,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 10: Subject-Verb Agreement Rescue Plan | Tiny Steps Blog,Week 10: Subject-Verb Agreement Rescue Plan,62546 bytes / 2075 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-11-grammar-creative-writing,200,https://tinystepslearning.com/blog/week-11-grammar-creative-writing,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 11: Creative Writing Scaffolds for Ages 8–10 | Tiny Steps Blog,Week 11: Creative Writing Scaffolds for Ages 8–10,66936 bytes / 2413 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-12-speaking-confidence-seeds,200,https://tinystepslearning.com/blog/week-12-speaking-confidence-seeds,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Speaking Confidence Roadmap: A 7-Day Calm Plan for Kids (Ages 3-10) | Tiny Steps Blog,Speaking Confidence Roadmap: A 7-Day Calm Plan for Kids (Ages 3-10),84793 bytes / 2694 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-13-speaking-structure,200,https://tinystepslearning.com/blog/week-13-speaking-structure,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 13: Hook-Body-Close for Kids | Tiny Steps Blog,Week 13: Hook-Body-Close for Kids,62158 bytes / 2110 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-14-speaking-visual-aids,200,https://tinystepslearning.com/blog/week-14-speaking-visual-aids,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 14: Visual Aids That Wow | Tiny Steps Blog,Week 14: Visual Aids That Wow,61431 bytes / 2071 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-15-speaking-debate-starters,200,https://tinystepslearning.com/blog/week-15-speaking-debate-starters,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 15: Debate Starters for Tweens | Tiny Steps Blog,Week 15: Debate Starters for Tweens,61638 bytes / 2028 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-16-phonics-summer-plan,200,https://tinystepslearning.com/blog/week-16-phonics-summer-plan,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 16: Summer Phonics Booster Schedule | Tiny Steps Blog,Week 16: Summer Phonics Booster Schedule,60862 bytes / 1982 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-17-grammar-assessment,200,https://tinystepslearning.com/blog/week-17-grammar-assessment,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 17: DIY Grammar Assessment for Parents | Tiny Steps Blog,Week 17: DIY Grammar Assessment for Parents,61261 bytes / 2013 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-18-speaking-video-feedback,200,https://tinystepslearning.com/blog/week-18-speaking-video-feedback,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 18: Use Video for Instant Speaking Feedback | Tiny Steps Blog,Week 18: Use Video for Instant Speaking Feedback,61152 bytes / 2002 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-19-phonics-multisyllabic,200,https://tinystepslearning.com/blog/week-19-phonics-multisyllabic,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 19: Multisyllabic Word Play | Tiny Steps Blog,Week 19: Multisyllabic Word Play,59960 bytes / 1869 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-20-grammar-editing-camp,200,https://tinystepslearning.com/blog/week-20-grammar-editing-camp,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 20: Editing Camp at Home | Tiny Steps Blog,Week 20: Editing Camp at Home,61381 bytes / 1999 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-21-speaking-competition-prep,200,https://tinystepslearning.com/blog/week-21-speaking-competition-prep,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 21: Competition Prep Checklist | Tiny Steps Blog,Week 21: Competition Prep Checklist,61085 bytes / 1953 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-22-phonics-diagnostics,200,https://tinystepslearning.com/blog/week-22-phonics-diagnostics,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 22: Diagnostic Checklist Before a New Term | Tiny Steps Blog,Week 22: Diagnostic Checklist Before a New Term,60120 bytes / 1909 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-23-grammar-speaking-bridge,200,https://tinystepslearning.com/blog/week-23-grammar-speaking-bridge,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 23: Bridge Grammar &amp; Speaking with Story Cards | Tiny Steps Blog,Week 23: Bridge Grammar &amp; Speaking with Story Cards,61250 bytes / 2021 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-24-speaking-family-showcase,200,https://tinystepslearning.com/blog/week-24-speaking-family-showcase,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 24: Host a Family Showcase Night | Tiny Steps Blog,Week 24: Host a Family Showcase Night,59903 bytes / 1894 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-25-back-to-school-plan,200,https://tinystepslearning.com/blog/week-25-back-to-school-plan,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 25: Back-to-School English Confidence Plan | Tiny Steps Blog,Week 25: Back-to-School English Confidence Plan,62274 bytes / 1906 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-26-screen-smart-summer-routine,200,https://tinystepslearning.com/blog/week-26-screen-smart-summer-routine,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 26: Screen-Smart Summer Routine for Kids (Ages 3-12) | Tiny Steps Blog,Week 26: Screen-Smart Summer Routine for Kids (Ages 3-12),58587 bytes / 1737 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-27-prevent-summer-slide-reading,200,https://tinystepslearning.com/blog/week-27-prevent-summer-slide-reading,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 27: How to Prevent the Summer Slide in Reading (10-Minute Daily Plan) | Tiny Steps Blog,Week 27: How to Prevent the Summer Slide in Reading (10-Minute Daily Plan),57631 bytes / 1651 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/phonics-for-parents-guide,200,https://tinystepslearning.com/blog/phonics-for-parents-guide,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","Phonics for Parents: What It Is, Why It Matters, and How to Teach It at Home | Tiny Steps Blog","Phonics for Parents: What It Is, Why It Matters, and How to Teach It at Home",85648 bytes / 2777 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-courses.xml,https://tinystepslearning.com/courses/phonics-foundation,200,https://tinystepslearning.com/courses/phonics-foundation,"index, follow",Phonics Foundations | Tiny Steps,Phonics Foundations,36317 bytes / 803 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-courses.xml,https://tinystepslearning.com/courses/phonics-brush-up,200,https://tinystepslearning.com/courses/phonics-brush-up,"index, follow",Early Phonics | Tiny Steps,Early Phonics,36756 bytes / 932 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-courses.xml,https://tinystepslearning.com/courses/phonics-advanced,200,https://tinystepslearning.com/courses/phonics-advanced,"index, follow",Advanced Phonics | Tiny Steps,Advanced Phonics,35514 bytes / 656 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-courses.xml,https://tinystepslearning.com/courses/basic-grammar,200,https://tinystepslearning.com/courses/basic-grammar,"index, follow",Beginner Grammar | Tiny Steps,Beginner Grammar,33628 bytes / 752 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-courses.xml,https://tinystepslearning.com/courses/advanced-grammar,200,https://tinystepslearning.com/courses/advanced-grammar,"index, follow",Advanced Grammar | Tiny Steps,Advanced Grammar,36611 bytes / 785 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-courses.xml,https://tinystepslearning.com/courses/basic-public-speaking,200,https://tinystepslearning.com/courses/basic-public-speaking,"index, follow",Public Speaking (Basic) | Tiny Steps,Public Speaking (Basic),36514 bytes / 780 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-courses.xml,https://tinystepslearning.com/courses/advanced-public-speaking,200,https://tinystepslearning.com/courses/advanced-public-speaking,"index, follow",Public Speaking (Advanced) | Tiny Steps,Public Speaking (Advanced),36617 bytes / 739 words,200 indexable canonical page; orphan / weakly linked page,Add internal links from nav/footer/hubs and related sections.
sitemap-parents.xml,https://tinystepslearning.com/parents,200,https://tinystepslearning.com/parents,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Parents Hub | Tiny Steps Learning,"A premium parent help desk for phonics, reading, grammar, and speaking growth",48713 bytes / 1244 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/getting-started,200,https://tinystepslearning.com/parents/getting-started,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Getting Started Guide | Parents Hub | Tiny Steps Learning,Getting Started with Tiny Steps,34393 bytes / 801 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/choosing-course,200,https://tinystepslearning.com/parents/choosing-course,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Choosing the Right Course for Your Child | Parents Hub | Tiny Steps Learning,How to choose a course,25479 bytes / 449 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/scheduling,200,https://tinystepslearning.com/parents/scheduling,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Scheduling Classes | Parents Hub | Tiny Steps Learning,Scheduling &amp; attendance,25299 bytes / 464 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-parents.xml,https://tinystepslearning.com/parents/payments,200,https://tinystepslearning.com/parents/payments,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Payments &amp; Invoicing | Parents Hub | Tiny Steps Learning,Payments &amp; invoices,25380 bytes / 473 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-parents.xml,https://tinystepslearning.com/parents/tracking-progress,200,https://tinystepslearning.com/parents/tracking-progress,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Tracking Your Child&#039;s Progress | Parents Hub | Tiny Steps Learning,Track your child's progress,27170 bytes / 473 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/helping-with-homework,200,https://tinystepslearning.com/parents/helping-with-homework,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Helping with Homework | Parents Hub | Tiny Steps Learning,Helping with homework,28116 bytes / 546 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/phonics-mission,200,https://tinystepslearning.com/parents/phonics-mission,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Phonics Mission Guide | Parents Hub | Tiny Steps Learning,Phonics Mission: A Research-Backed 7-Day Starter Plan for Parents,47053 bytes / 1673 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/reading-at-home,200,https://tinystepslearning.com/parents/reading-at-home,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Reading at Home | Parents Hub | Tiny Steps Learning,Reading at Home: Science-Backed Daily Routine,37325 bytes / 964 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/speech-confidence,200,https://tinystepslearning.com/parents/speech-confidence,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Building Speech Confidence | Parents Hub | Tiny Steps Learning,Building speaking confidence,25242 bytes / 456 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-parents.xml,https://tinystepslearning.com/parents/common-mistakes,200,https://tinystepslearning.com/parents/common-mistakes,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Common Learning Mistakes | Parents Hub | Tiny Steps Learning,Common mistakes parents make,26516 bytes / 594 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
